Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
Peter,KR,24,45.80%,3,0.6,2.7,7.5,0.8,228,66.30%,9.10%,13%,32.70%,155,2.5,1.64,0.31,0.52,25,-3,-40,33.30%,8.30%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Prove,KR,2,0%,1.3,0.5,4.5,5.5,1.5,226,67.50%,11.50%,13.50%,36.80%,177,2.89,1.85,0.55,0.71,152,12,168,50%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Pyosik,KR,40,52.50%,2.8,2,2.6,5.3,5.5,318,65.90%,11.90%,18%,19.60%,218,1.54,0.47,0.45,0.41,-140,-3,-102,32.50%,5%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Quid,KR,5,40%,2.4,3.2,3,4,8.7,381,59%,27%,21.60%,12.50%,518,1.02,0.43,0.19,0.16,-544,-14,-390,20%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Raptor,KR,2,100%,9.7,4.5,1.5,10,5.9,385,80.40%,19%,19.80%,16%,391,1.52,0.4,0.34,0.49,756,8,478,100%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Rascal,KR,43,44.20%,2.3,2.7,2.9,4,8.8,401,56.30%,24.20%,22.50%,12.60%,435,1.01,0.38,0.24,0.22,239,2,253,25.60%,9.30%,0,30,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ruler,KR,35,74.30%,6.6,4.2,1.5,5.5,9.8,454,66.80%,28.10%,24%,17.40%,585,1.5,0.48,0.46,0.23,194,3,-43,25.70%,2.90%,0,3,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
SeTab,KR,1,100%,4.5,4,2,5,8.4,411,69.20%,31.20%,22.30%,10.70%,795,0.77,0.51,0.13,0.2,617,15,280,100%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
ShowMaker,KR,42,64.30%,4.6,2.7,1.7,5,8.6,397,63.10%,23.40%,22.10%,19%,415,1.53,0.55,0.38,0.22,238,4,92,19%,7.10%,0,8,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Soboro,KR,2,0%,0.1,0.5,5.5,0,6.8,296,12.50%,26%,19.70%,11.90%,365,0.54,0.28,0.05,0.05,-2815,-42,-2205,0%,100%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Sw0rd,KR,6,50%,2.9,2.2,2.5,5,7.3,356,53.80%,20.30%,20.20%,11.80%,434,1.09,0.44,0.26,0.3,-773,-21,-217,33.30%,16.70%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Sylvie,KR,2,0%,1,2,3.5,1.5,5.2,319,65%,18.70%,18.60%,20.10%,193,1.22,0.4,0.33,0.44,541,-6,131,50%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Taeyoon,KR,1,0%,0.3,1,4,0,8.2,349,25%,22.70%,22.90%,18%,309,1.13,0.43,0.35,0.2,-560,-1,-568,0%,0%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Teddy,KR,42,47.60%,5.9,3.7,1.4,4.6,9.7,432,64.60%,27.30%,24.80%,16.80%,508,1.47,0.6,0.37,0.22,-115,-1,73,11.90%,9.50%,0,9,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Ten10,KR,4,0%,1.4,0.8,3.5,4.3,7.5,319,73.30%,22.20%,20.20%,21.60%,316,1.59,0.74,0.41,0.35,-250,-8,-103,0%,25%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
UmTi,KR,40,47.50%,3.5,2.1,2.3,5.8,5.4,317,69.70%,13.30%,18%,20.30%,225,1.74,0.57,0.51,0.45,115,0,56,40%,7.50%,0,2,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Vicla,KR,14,50%,4.2,2.6,2.3,6.9,8.2,375,65.90%,22.90%,20.30%,15.60%,452,1.26,0.68,0.29,0.39,-213,-4,-114,14.30%,7.10%,0,2,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Vital,KR,7,14.30%,1.9,2.1,2,1.7,9.8,404,50%,23.60%,23.90%,14.60%,374,0.98,0.38,0.37,0.13,-802,-8,-442,14.30%,14.30%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Vsta,KR,38,28.90%,2.9,0.8,2.4,6.2,0.9,220,70.40%,10.20%,13%,33%,168,2.61,1.66,0.32,0.55,-16,-2,148,13.20%,2.60%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Willer,KR,3,33.30%,2.7,1.7,3,6.3,5.2,312,75.70%,11.90%,17.70%,21.60%,221,1.7,0.52,0.45,0.53,-74,-3,35,0%,33.30%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
YoungJae,KR,5,40%,2.1,1.6,3.8,6.2,5.3,306,56.20%,10.10%,17.10%,19.30%,244,1.57,0.57,0.36,0.48,-701,-2,-236,40%,0%,0,-,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Zeka,KR,40,52.50%,4.2,2.6,1.7,4.4,8.9,399,60.60%,25.40%,22.60%,14.40%,483,1.13,0.41,0.27,0.18,69,5,23,17.50%,7.50%,0,12,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Zest,KR,2,100%,2.8,2,2,3.5,9.4,422,41.50%,27.10%,20.40%,9.60%,540,0.78,0.26,0.12,0.12,-769,-6,428,0%,50%,0,1,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Zeus,KR,43,83.70%,3.6,2.8,2.3,5.6,8.2,413,53.10%,25.60%,21.40%,13.30%,547,1.07,0.38,0.22,0.17,345,6,182,16.30%,14%,0,20,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
deokdam,KR,42,64.30%,5.4,4.2,1.5,4.1,9.3,442,66.90%,28.20%,24.70%,15%,508,1.21,0.39,0.35,0.12,309,-3,-114,23.80%,4.80%,1,8,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
kingen,KR,40,52.50%,2.5,2,2.3,3.8,8.1,377,51.10%,27.10%,21.40%,13.20%,504,1.05,0.35,0.24,0.19,-278,-5,-205,12.50%,15%,0,9,2022,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202022/
Aiming,KR,45,55.60%,6,4.4,1.5,4.4,9.8,457,71.80%,30.30%,25.10%,18.30%,630,1.58,0.55,0.5,0.16,342,3,219,17.80%,8.90%,1,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Aria,KR,9,33.30%,4.1,2.7,1.8,4.7,9,394,72.10%,24.70%,22.10%,19.30%,507,1.82,0.78,0.38,0.33,-338,-10,-67,33.30%,0%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Bdd,KR,42,33.30%,3.3,2.6,2.3,5,8.5,386,65.90%,28.70%,22.50%,14.90%,562,1.14,0.5,0.23,0.26,-84,-2,-109,11.90%,11.90%,1,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
BeryL,KR,45,48.90%,2.6,0.8,3.3,7.9,1.9,250,70.90%,8.20%,14.10%,30.90%,170,2.43,1.44,0.41,0.47,-153,-5,85,24.40%,13.30%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Bible,KR,5,20%,1.6,0.4,4.6,7,0.9,217,59.90%,6.50%,12.90%,31.10%,130,2.24,1.61,0.28,0.47,24,-1,146,40%,20%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Canna,KR,42,33.30%,2.6,2.1,2.5,4.4,8.2,386,61%,25.70%,22.40%,13.90%,496,1.05,0.41,0.2,0.19,-36,-1,-57,19%,4.80%,0,8,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Canyon,KR,41,58.50%,3.9,2.3,2.3,6.6,5.6,337,69.10%,15.20%,18.60%,20.10%,340,1.59,0.46,0.39,0.39,86,1,111,29.30%,4.90%,0,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Cheoni,KR,14,14.30%,2,2.1,2.3,2.4,9,388,65.60%,25.50%,24.20%,14.60%,368,1.04,0.42,0.26,0.16,-743,-13,-421,21.40%,35.70%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Chovy,KR,40,87.50%,7,3.3,1.3,5.8,10,458,63.60%,26.70%,23.20%,19.30%,599,1.67,0.51,0.45,0.16,586,12,408,20%,5%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Clozer,KR,41,65.90%,4.7,3.2,1.9,5.7,9,411,65.80%,27.60%,22.50%,13.10%,589,1.03,0.41,0.22,0.17,-103,1,71,19.50%,7.30%,0,7,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Croco,KR,41,65.90%,3.8,2.5,2.5,7,5.4,335,70.70%,14.30%,18.30%,19.60%,302,1.52,0.31,0.48,0.23,-169,-3,-158,39%,12.20%,0,4,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Cuzz,KR,45,55.60%,3.9,2.4,2.2,6.1,5.4,327,69.50%,13.60%,18%,19.90%,283,1.7,0.38,0.48,0.34,78,2,95,40%,6.70%,0,3,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Deft,KR,45,48.90%,3.7,3.3,2.3,5.1,8.3,410,70%,27.90%,23.20%,22.20%,581,1.74,0.66,0.44,0.19,98,6,43,24.40%,11.10%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Delight,KR,42,26.20%,2.3,0.5,2.6,5.6,1.2,221,68.30%,7.10%,12.90%,37.10%,121,2.98,1.83,0.48,0.54,-66,3,52,35.70%,11.90%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Doran,KR,40,87.50%,4.2,2.3,1.9,5.7,8.6,425,56.50%,24.50%,21.50%,11.60%,547,0.99,0.41,0.19,0.24,328,4,224,25%,5%,0,17,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Dove,KR,41,65.90%,4.1,1.9,2.1,6.6,7.1,362,64.70%,22.10%,19.80%,12.40%,459,0.97,0.4,0.19,0.23,-719,-15,-409,19.50%,19.50%,0,4,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Dread,KR,38,36.80%,3.5,2.6,2.3,5.5,5.2,318,70.70%,12.90%,18.30%,20.30%,260,1.56,0.45,0.44,0.41,106,-4,-92,44.70%,7.90%,0,5,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
DuDu,KR,46,26.10%,1.7,1.9,2.8,2.7,8.3,383,55.10%,27.40%,22.90%,12.80%,464,0.92,0.33,0.23,0.18,77,6,-25,17.40%,8.70%,0,16,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Effort,KR,22,27.30%,2.3,0.6,3.4,7.1,1.8,236,72.10%,7.80%,13.70%,32.50%,148,2.53,1.68,0.39,0.54,-309,-1,-127,31.80%,13.60%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Ellim,KR,42,31%,2.3,1.7,2.8,4.7,4.4,286,73.10%,11.10%,16.90%,18.50%,187,1.49,0.48,0.41,0.45,-334,-11,-283,38.10%,14.30%,0,3,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
FATE,KR,42,31%,4,1.8,1.6,4.6,8.7,377,69.40%,24.60%,22.40%,13.80%,421,1.13,0.45,0.25,0.24,-180,-3,-159,19%,9.50%,0,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Faker,KR,44,70.50%,4.2,2.2,1.9,5.8,8.7,408,65.40%,25.50%,21.70%,16.10%,528,1.22,0.46,0.27,0.21,48,-2,-231,27.30%,9.10%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Gamin,KR,3,0%,1.2,1.7,3.7,2.7,8.6,370,54.30%,17%,23.10%,15.20%,232,1.07,0.41,0.29,0.11,-565,-8,-155,66.70%,33.30%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Ghost,KR,42,33.30%,3.1,3.1,2.4,4.5,8.5,401,67.80%,25%,23.30%,17.70%,502,1.35,0.57,0.39,0.19,-93,-2,16,23.80%,14.30%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Gumayusi,KR,44,70.50%,4.5,3.5,2,5.3,9,449,67.40%,24.50%,23.90%,19%,515,1.45,0.55,0.44,0.21,224,6,-36,29.50%,13.60%,1,8,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Hans SamD,KR,32,31.30%,1.8,1.9,2.7,3,8.9,412,51.80%,24.80%,24.20%,19.80%,437,1.43,0.51,0.4,0.15,-34,2,-47,28.10%,15.60%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Hena,KR,39,28.20%,2.9,2.7,2.1,3.5,9.7,419,68.90%,25.40%,24.20%,16.30%,447,1.34,0.47,0.45,0.15,-141,0,21,28.20%,2.60%,0,3,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Hoit,KR,24,33.30%,3,0.7,2.2,5.9,2.2,240,74.80%,9.70%,14.30%,31.20%,168,2.57,1.59,0.4,0.51,-227,-9,-23,20.80%,0%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Juhan,KR,3,33.30%,1.6,2.3,3.7,3.7,4.6,301,41.40%,11.90%,17.10%,21%,230,1.6,0.53,0.48,0.57,-48,-9,-233,66.70%,33.30%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Kael,KR,41,65.90%,4.6,0.7,2.3,9.9,1,241,78.30%,7.10%,13.20%,35.20%,148,2.74,1.7,0.36,0.54,-146,2,-198,26.80%,7.30%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Karis,KR,46,26.10%,2,1.6,2.5,3.5,8,351,59.80%,24.50%,21.10%,13.50%,425,0.99,0.38,0.26,0.2,-400,-5,-165,10.90%,8.70%,0,8,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Kellin,KR,36,63.90%,5,0.8,1.9,8.9,0.9,240,78.90%,9.40%,13.10%,33%,202,2.64,1.82,0.27,0.53,41,-2,86,27.80%,11.10%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Keria,KR,44,70.50%,4.5,0.8,1.9,7.6,1.8,257,68%,9.10%,13.60%,34.60%,189,2.65,1.8,0.35,0.51,-125,-2,-71,36.40%,2.30%,0,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Kiin,KR,42,31%,1.9,1.7,2.9,3.7,8.1,379,56.40%,27.30%,22.30%,13.60%,462,1.11,0.42,0.25,0.23,-74,0,-95,16.70%,14.30%,0,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Lava,KR,42,26.20%,2.8,2.1,2.3,4.3,8.9,391,68.50%,30.10%,22.70%,14.10%,514,1.15,0.4,0.34,0.17,45,-3,-52,23.80%,7.10%,0,10,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Lehends,KR,40,87.50%,5.6,0.5,1.8,9.6,1.3,254,71.10%,7.80%,12.90%,29.30%,180,2.54,1.56,0.3,0.45,-89,-5,26,32.50%,17.50%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Life,KR,45,55.60%,4.3,0.7,2.2,8.8,1,240,78.60%,7.90%,13.20%,34.50%,162,2.93,1.93,0.39,0.42,-78,-5,-8,24.40%,11.10%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Moham,KR,18,27.80%,2.2,0.8,2.6,4.9,2.1,241,67.90%,9%,14.10%,29.70%,148,2.32,1.59,0.3,0.49,-181,2,-218,33.30%,16.70%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Morgan,KR,36,30.60%,2.3,1.9,2.3,3.4,8.3,387,55.40%,23.60%,22.40%,14.40%,409,1.19,0.42,0.28,0.25,-111,1,-105,13.90%,16.70%,0,9,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Nuguri,KR,41,58.50%,3.2,2.1,2.2,4.9,8,392,56.70%,24.20%,21.60%,14.20%,518,1.12,0.35,0.28,0.2,431,3,268,26.80%,12.20%,0,15,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
OnFleek,KR,43,27.90%,1.7,1.5,3.1,3.7,5.4,312,64%,14.30%,18.60%,23.50%,248,1.69,0.44,0.52,0.37,-215,0,-109,30.20%,7%,0,5,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Oner,KR,44,70.50%,4.4,2.9,2.1,6.3,5.9,355,73.60%,14%,18.80%,17.30%,294,1.31,0.38,0.33,0.25,299,5,184,40.90%,13.60%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Peanut,KR,40,87.50%,5.8,2.7,1.6,6.5,5.8,355,66.60%,11.60%,18%,18.20%,262,1.57,0.45,0.42,0.3,458,7,310,55%,0%,0,4,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Peter,KR,1,0%,2,0,1,2,0.2,186,66.70%,10.20%,12.20%,32.30%,149,2.26,1.58,0.13,0.36,-645,-3,-220,0%,0%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Prince,KR,41,65.90%,6.2,5.2,1.6,4.7,10.3,483,68.10%,28.90%,26.20%,19.70%,624,1.56,0.62,0.45,0.15,419,7,301,24.40%,4.90%,1,3,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Pyosik,KR,42,50%,3.6,2.8,2.4,5.9,5.4,328,69.90%,12.50%,18.50%,19.60%,266,1.52,0.5,0.42,0.45,-62,3,59,28.60%,16.70%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Raptor,KR,3,33.30%,1.7,1,3,4,5,292,67.30%,13.20%,17.30%,17.80%,212,1.54,0.43,0.45,0.33,289,1,292,0%,33.30%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Rascal,KR,45,55.60%,3.4,2.4,2.3,5.4,8.3,394,63.90%,21.90%,21.70%,12.90%,451,1.1,0.36,0.29,0.21,-103,-1,137,28.90%,13.30%,0,23,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Ruler,KR,40,87.50%,7.6,5.3,1.3,4.8,9.5,482,71.20%,29.50%,24.40%,21.60%,672,1.85,0.65,0.56,0.25,726,9,304,32.50%,5%,1,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
ShowMaker,KR,41,58.50%,6,2.8,1.4,5.5,8.8,402,67%,23%,22.30%,17.40%,499,1.38,0.51,0.3,0.25,23,0,153,24.40%,2.40%,0,3,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
SnowFlower,KR,19,42.10%,3.1,0.6,2.8,8.3,1,227,70.70%,7.50%,13.10%,34.60%,156,2.57,1.55,0.36,0.49,58,1,100,21.10%,10.50%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Sw0rd,KR,6,0%,1.2,1.8,3.2,1.8,8.3,404,49.90%,29.90%,24.30%,14.90%,522,1.08,0.39,0.24,0.22,-517,-11,-416,0%,0%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Sylvie,KR,4,0%,1.9,1.8,2.8,3.5,5.1,309,92.50%,12.70%,19.40%,18.60%,207,1.09,0.3,0.34,0.41,-323,0,94,25%,0%,0,-,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Teddy,KR,42,31%,3.2,2.9,2.1,4,8.5,406,73.80%,27.70%,24.10%,23.50%,477,1.94,0.79,0.54,0.22,92,3,-38,21.40%,11.90%,0,7,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
UmTi,KR,39,25.60%,2.4,1.5,2.5,4.6,5.1,301,73%,13.50%,17.60%,18.10%,224,1.45,0.44,0.45,0.41,-219,-2,-146,46.20%,10.30%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Vicla,KR,36,61.10%,4,2.3,2.2,6.6,8.8,401,68.10%,26.60%,22%,13.10%,555,1.09,0.5,0.23,0.29,97,1,226,16.70%,5.60%,0,6,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Vsta,KR,46,26.10%,1.9,0.5,2.8,4.8,1.1,221,63%,9.10%,13.20%,32.10%,155,2.31,1.59,0.27,0.48,-405,-5,-250,28.30%,10.90%,0,2,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Willer,KR,3,0%,1,1,3,2,5.1,278,57.90%,9.70%,17.90%,21.20%,136,1.49,0.5,0.49,0.34,-179,2,-37,33.30%,0%,0,1,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Zeka,KR,45,48.90%,4.3,3.2,2,5.4,9.2,414,69.70%,27.60%,23.30%,13.80%,584,1.08,0.42,0.25,0.19,109,3,-41,17.80%,4.40%,0,9,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Zeus,KR,44,70.50%,3.2,2.9,2.6,5.5,8.1,414,65.60%,26.90%,22%,13.10%,553,0.99,0.34,0.2,0.2,537,8,206,18.20%,13.60%,0,12,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
deokdam,KR,41,58.50%,4.9,4.2,1.8,4.7,9.1,439,73.50%,28.60%,24.30%,15.40%,616,1.23,0.46,0.34,0.13,76,-4,-219,34.10%,17.10%,0,5,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
kingen,KR,45,48.90%,3.1,1.8,2.3,5.4,7.7,371,61.60%,24%,21%,13.30%,496,1.05,0.41,0.25,0.24,-270,-5,-103,8.90%,8.90%,0,7,2022,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202022/
Aiming,KR,43,65.10%,6.5,3.8,1.2,3.9,10.2,463,64.50%,28.60%,25.20%,18.60%,566,1.59,0.37,0.46,0.15,82,0,189,20.90%,2.30%,0,6,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Bdd,KR,43,65.10%,5.3,3,1.4,4.3,8.7,399,65.40%,24.50%,21.80%,12.30%,474,1.07,0.3,0.19,0.2,124,-2,-82,18.60%,7%,0,8,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
BeryL,KR,44,27.30%,1.7,0.5,3.1,5,1,231,65.90%,10.40%,13.80%,36.50%,205,3,1.19,0.55,0.51,-158,2,17,11.40%,13.60%,0,1,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Bulldog,KR,45,37.80%,2.4,2,2.5,3.8,8.8,389,62.20%,27.80%,22.10%,12.80%,567,1.12,0.35,0.2,0.24,3,-3,-96,20%,11.10%,0,8,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Burdol,KR,47,51.10%,2.4,1.9,2.1,3.2,8.7,383,45.30%,22.70%,21.80%,12.50%,456,1.08,0.3,0.23,0.2,-309,-6,-245,12.80%,8.50%,0,16,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Callme,KR,4,50%,4.4,3.3,1.8,4.5,8.7,394,69.70%,28.50%,22.90%,11.60%,551,0.97,0.25,0.21,0.08,-838,-8,-152,25%,0%,0,-,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Canna,KR,40,65%,3.9,2.3,1.6,4.1,8.5,390,49.90%,20.30%,21.30%,12.50%,470,1.12,0.33,0.18,0.24,214,5,162,17.50%,12.50%,0,10,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Canyon,KR,40,65%,4.9,2.2,1.7,6.1,5.6,335,69%,14%,18.30%,21.30%,314,1.94,0.42,0.45,0.38,192,-1,113,45%,2.50%,0,3,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Chovy,KR,43,69.80%,6.1,3.6,1.5,5.6,9.2,430,64.50%,27.30%,22.60%,16.60%,640,1.54,0.35,0.35,0.18,204,6,99,16.30%,7%,0,10,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
Clid,KR,45,53.30%,2.5,2,2.6,4.3,5.3,324,63.40%,13.60%,18%,23.40%,293,2.09,0.46,0.52,0.36,1,-4,-45,35.60%,13.30%,0,8,2023,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202023/
