Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
Ruler,KR,29,79.30%,6.3,6.4,1.9,5.8,9.8,487,69.40%,28.40%,24.30%,13.90%,812,1.26,0.42,0.35,0.15,532,6,104,37.90%,13.80%,2,2,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
ShowMaker,KR,28,67.90%,5.3,3.6,2.3,8.2,8.7,424,69.30%,23.80%,22.30%,13.60%,680,1.2,0.44,0.24,0.23,262,2,143,21.40%,17.90%,0,8,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Siwoo,KR,28,67.90%,2.6,2.9,3.5,6.1,7.7,378,55.40%,21.90%,19.90%,12.30%,632,1.09,0.38,0.19,0.15,-145,-3,-197,14.30%,17.90%,1,10,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Sponge,KR,34,44.10%,3.2,2.7,3.5,8.5,6.1,356,79.80%,16.50%,19.60%,19.20%,453,1.6,0.34,0.41,0.29,-82,-2,-91,50%,5.90%,0,1,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Teddy,KR,34,44.10%,4.6,5.1,2.6,6.6,9.4,451,79.40%,26.90%,24.80%,14.90%,737,1.24,0.43,0.35,0.11,-49,-2,-131,41.20%,0%,0,2,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Trigger,KR,4,0%,0.8,1.5,4.5,2.3,8.6,372,47.20%,26.50%,21.90%,14.60%,627,1.08,0.32,0.31,0.09,-1365,-17,-516,25%,0%,0,-,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Vicla,KR,29,62.10%,4,3.7,3.1,8.7,8.2,408,70.50%,25.80%,21.40%,12.20%,749,1.03,0.44,0.21,0.19,-99,-1,-93,10.30%,24.10%,0,2,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Viper,KR,28,53.60%,5.5,6.1,2.3,6.2,9.7,475,72.40%,30.40%,25.20%,14.60%,852,1.3,0.45,0.39,0.12,161,3,171,14.30%,3.60%,1,4,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Way,KR,6,0%,1.2,0.3,6.3,7.3,1,230,85.20%,10.30%,14.10%,43.60%,234,3.11,1.66,0.38,0.56,-51,2,-194,50%,33.30%,0,-,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Zeka,KR,28,53.60%,3.9,3.3,2.9,7.8,8.5,406,67.60%,25.90%,21.50%,12.90%,720,1.16,0.46,0.25,0.22,-280,-7,-251,21.40%,17.90%,0,4,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Zeus,KR,28,53.60%,3,3.3,3.5,7.4,7.8,390,63.80%,22.70%,20.80%,11.10%,636,1,0.39,0.14,0.19,308,9,418,17.90%,14.30%,0,6,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
deokdam,KR,26,34.60%,3.7,5.1,3,6,8.9,437,73.60%,30.50%,24.20%,12.20%,796,1.01,0.43,0.24,0.11,-123,-9,-218,26.90%,11.50%,0,4,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
kingen,KR,26,7.70%,1.1,1.7,4.3,2.8,7.5,359,46.40%,25.20%,20.60%,11%,607,0.87,0.34,0.14,0.14,-218,-6,-126,11.50%,19.20%,0,3,2025,Rounds 3-5,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Rounds%203-5/
Aiming,KR,26,57.70%,8.4,4.5,1.3,6.5,9.4,445,78.30%,29.50%,24.60%,13.80%,744,1.08,0.41,0.32,0.11,-75,0,-49,15.40%,3.80%,0,6,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Andil,KR,21,42.90%,1.9,0.7,4.2,7.4,1.3,241,66.50%,8.50%,13.60%,39.80%,192,3.1,1.49,0.39,0.44,-99,6,75,23.80%,23.80%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Bdd,KR,16,43.80%,3.9,3.1,2.1,5,8.9,407,70.70%,26.90%,23%,13.30%,628,1.09,0.42,0.22,0.18,-112,-2,15,12.50%,6.30%,0,3,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Berserker,KR,15,26.70%,4.5,3.3,1.7,4.5,9.4,410,72.10%,26%,23.80%,14.70%,642,1.19,0.4,0.3,0.12,22,-2,-163,33.30%,6.70%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
BeryL,KR,26,57.70%,2.8,0.8,3.6,9.3,1.2,248,70.80%,8%,13.70%,41%,202,3.17,1.55,0.43,0.51,-60,2,147,26.90%,23.10%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Bull,KR,2,0%,6.3,3,1.5,6.5,8.4,377,70.30%,30.30%,22.60%,13.10%,927,1.15,0.53,0.27,0.21,58,4,516,0%,0%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Bulldog,KR,13,30.80%,2.8,2.8,2.9,5.5,8.5,388,72.10%,28.70%,22.30%,13.70%,718,1.14,0.49,0.21,0.27,-39,2,-46,7.70%,15.40%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Canyon,KR,29,58.60%,3.9,2.9,2.7,7.6,6.7,370,70%,17.30%,19.50%,17.90%,509,1.51,0.43,0.33,0.33,13,-1,51,24.10%,17.20%,0,5,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Chovy,KR,29,58.60%,3.7,3.4,2.7,6.6,8.9,428,69.30%,28%,22.70%,14.80%,785,1.26,0.41,0.34,0.18,197,7,332,6.90%,3.40%,0,9,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Clear,KR,13,23.10%,1.6,1.5,3.7,4.5,7.4,352,47.50%,20.80%,20.40%,11.90%,501,0.92,0.33,0.17,0.14,6,3,64,7.70%,15.40%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Clozer,KR,14,28.60%,4.7,3.3,2.1,6.4,9.2,409,69.70%,27.10%,23%,12.20%,665,1.04,0.39,0.24,0.17,390,9,207,21.40%,7.10%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Cuzz,KR,16,43.80%,2.8,2.6,3,5.8,6.8,354,74.90%,18.40%,19.90%,20%,451,1.64,0.33,0.39,0.29,59,8,348,25%,12.50%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Delight,KR,33,63.60%,3.6,1.2,3.1,10.1,1.2,265,73.30%,8.50%,14.10%,40.70%,219,3.4,1.74,0.38,0.49,193,4,161,51.50%,15.20%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Diable,KR,13,23.10%,3.3,4.5,2.6,4,9.4,433,77.40%,27%,25%,15.20%,686,1.19,0.43,0.36,0.13,202,4,234,30.80%,0%,0,5,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Doran,KR,20,65%,2.9,2.3,2.8,5.7,8.1,392,49.90%,21.10%,20.50%,11.80%,561,0.99,0.36,0.15,0.19,58,5,48,15%,5%,0,6,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
DuDu,KR,15,26.70%,2.8,2.7,2.4,4.1,7.8,367,62.80%,22.30%,21.40%,12.40%,564,1,0.34,0.18,0.16,67,4,85,20%,13.30%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Duro,KR,29,58.60%,2.8,0.7,3.7,9.9,0.8,252,70.80%,6.70%,13.20%,39%,193,3.28,1.63,0.35,0.49,-8,-4,-145,37.90%,13.80%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Faker,KR,20,65%,4.4,3,2.2,6.6,8.6,407,54.40%,26.40%,21.20%,12.90%,702,1.07,0.39,0.23,0.16,-79,1,-68,10%,10%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Fisher,KR,31,51.60%,3.5,3.8,2.8,6.3,8.5,409,63.20%,26.90%,22%,12.80%,710,1.05,0.43,0.21,0.26,11,-5,-192,25.80%,16.10%,0,10,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
GIDEON,KR,31,51.60%,4.9,2.7,2.2,8.2,6.7,364,70.30%,15%,19.50%,20.50%,402,1.7,0.4,0.38,0.36,103,6,198,41.90%,3.20%,0,5,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Gumayusi,KR,5,60%,4.3,5,2.4,5.2,9.8,450,83%,24.80%,24.10%,12.70%,615,0.98,0.35,0.21,0.14,712,14,249,60%,0%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
HamBak,KR,14,28.60%,2.2,2.3,4.6,7.6,5.9,331,71.50%,15.60%,18.50%,17.70%,402,1.51,0.38,0.36,0.31,4,-8,-234,28.60%,7.10%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Hype,KR,12,33.30%,5.8,4.3,1.8,5.9,9.2,426,75.70%,30.50%,23.50%,15.30%,725,1.31,0.45,0.35,0.18,-95,-4,194,41.70%,0%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Jiwoo,KR,31,51.60%,3.9,4.4,2.6,5.8,9,436,69.20%,26.60%,23.40%,14.10%,694,1.16,0.45,0.31,0.19,-26,0,219,41.90%,0%,0,3,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Kellin,KR,13,23.10%,1.9,0.6,4.2,7.4,0.9,231,74.40%,9.30%,13.40%,40.80%,236,3.14,1.8,0.31,0.57,-212,-2,-287,15.40%,15.40%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Keria,KR,20,65%,4.1,1.3,3,11,1,266,80.90%,9.90%,13.80%,42.90%,261,3.57,2.04,0.33,0.61,216,-3,105,75%,0%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Kiin,KR,29,58.60%,2.9,3,3.1,6.1,7.4,382,61%,20.40%,20.20%,12.80%,599,1.09,0.44,0.2,0.17,97,3,72,17.20%,17.20%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
LazyFeel,VN,11,54.50%,3,3.5,2.7,4.6,9.3,421,69.70%,24.70%,23.40%,13.60%,572,1.06,0.36,0.31,0.1,-747,-8,-273,27.30%,27.30%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Lehends,KR,31,51.60%,2.9,1.4,3.8,9.5,1,255,72.60%,7.60%,13.60%,40.40%,207,3.33,1.92,0.32,0.58,-21,-2,29,58.10%,9.70%,0,3,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Life,KR,15,26.70%,2.4,0.5,3.5,8,1,233,78%,8%,13.50%,42.40%,196,3.43,1.85,0.41,0.52,-16,1,-107,33.30%,0%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Lucid,KR,26,57.70%,5.3,3.2,2,7.3,6.5,364,73.90%,16%,20%,20%,418,1.55,0.37,0.35,0.37,272,7,287,26.90%,7.70%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Morgan,KR,14,28.60%,3,3.4,2.9,5.1,8.1,392,63.70%,19.90%,21.90%,13.60%,474,1.16,0.38,0.25,0.23,124,-1,-16,7.10%,21.40%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Oner,KR,20,65%,4.6,3.8,2.4,7,6.8,385,66.90%,17.50%,20%,18.60%,479,1.55,0.33,0.39,0.26,184,3,141,40%,5%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Peanut,KR,33,63.60%,3.8,2.5,2.8,8.3,6.4,362,69.40%,16.60%,19.30%,19%,422,1.61,0.32,0.43,0.26,-76,-3,-148,45.50%,3%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
PerfecT,KR,16,43.80%,2.5,2.1,2.5,4.1,7.9,371,44%,20.30%,20.90%,13%,497,1.05,0.45,0.17,0.25,-197,0,-38,6.30%,18.80%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Pollu,KR,14,28.60%,2.7,0.5,4.1,10.5,0.9,236,82.80%,7%,13.20%,41.50%,173,3.54,1.96,0.38,0.59,-118,-3,-405,42.90%,14.30%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Pungyeon,KR,2,0%,1.4,1,2.5,2.5,8.6,348,90%,33.20%,22.50%,12.10%,728,0.85,0.39,0.14,0.25,160,-3,2,50%,0%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Pyosik,KR,15,26.70%,2.8,1.6,2.9,6.6,6,326,74.60%,14.40%,19%,16.90%,359,1.38,0.37,0.32,0.32,-504,-13,-516,33.30%,13.30%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Raptor,KR,13,23.10%,1.9,2.5,3.9,5.2,5.6,333,68%,16.30%,19.30%,18.10%,425,1.39,0.31,0.29,0.26,-512,-15,-493,15.40%,7.70%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Rich,KR,21,42.90%,2,1.8,3.2,4.5,7.1,349,53.70%,20.50%,19.60%,12.50%,480,0.98,0.36,0.19,0.08,-526,-11,-422,4.80%,19%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Ruler,KR,29,58.60%,4.2,4.6,2.3,5.3,9.7,465,66.20%,27.60%,24.50%,15.40%,780,1.29,0.44,0.37,0.19,112,8,244,24.10%,6.90%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
ShowMaker,KR,26,57.70%,5.6,3.5,1.8,6.8,8.1,395,70.10%,25.60%,21.70%,13.80%,643,1.08,0.41,0.22,0.19,-223,-4,-64,19.20%,0%,0,4,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Siwoo,KR,26,57.70%,2.8,2.4,2.8,5.7,7.5,366,56%,20.90%,20.10%,11.40%,543,0.88,0.35,0.15,0.11,-325,-9,-560,11.50%,26.90%,0,6,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Smash,KR,15,66.70%,7.5,5.7,1.5,5.7,9.8,479,69.50%,25.20%,24.70%,14.20%,690,1.21,0.44,0.37,0.16,576,1,-45,66.70%,0%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Sponge,KR,21,42.90%,2.5,2.7,3.6,6.1,6.4,353,73.20%,18.80%,19.80%,20.80%,441,1.62,0.32,0.4,0.27,67,2,-56,14.30%,9.50%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Teddy,KR,10,30%,2.9,4,2.9,4.3,8.6,413,63%,26.40%,23.40%,19.10%,626,1.47,0.54,0.36,0.16,-53,-6,-216,0%,0%,0,5,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Ucal,KR,21,42.90%,3.5,3.6,2.4,5,9.1,422,66.80%,26.70%,23.60%,10.60%,634,0.82,0.29,0.2,0.09,-130,-3,-77,23.80%,0%,0,5,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Vicla,KR,13,23.10%,1.9,2,3.8,5.2,8.3,378,62.90%,26.60%,21.90%,14%,680,1.08,0.47,0.25,0.24,-137,-2,-14,15.40%,15.40%,0,1,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Viper,KR,33,63.60%,5.2,5.3,2.2,5.8,9.3,453,69.50%,29.80%,24%,13.80%,755,1.16,0.44,0.3,0.1,83,0,-61,39.40%,6.10%,0,8,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Way,KR,16,43.80%,2.1,0.8,4.2,8.1,1,240,76.50%,7.90%,13.50%,41.50%,193,3.36,1.75,0.41,0.57,-95,-1,93,25%,18.80%,0,2,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Zeka,KR,33,63.60%,4.4,3.7,2.2,5.9,8.7,409,60.10%,25%,21.70%,14.20%,640,1.21,0.42,0.28,0.2,71,0,-43,9.10%,6.10%,1,6,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Zeus,KR,33,63.60%,2.9,2.7,2.8,5.3,7.8,394,53.10%,20.10%,20.90%,12.30%,514,1.04,0.37,0.16,0.16,239,4,331,18.20%,18.20%,0,13,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
deokdam,KR,16,43.80%,2.6,3.1,3,4.6,8.8,402,62.90%,26.50%,22.70%,12.10%,610,0.99,0.38,0.28,0.07,-539,-9,-622,25%,12.50%,0,-,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
kingen,KR,31,51.60%,3.6,3,2.5,5.8,7.9,399,58.30%,23.90%,21.40%,12.20%,635,1.02,0.37,0.18,0.21,258,2,264,22.60%,3.20%,0,7,2025,Cup,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Cup%202025/
Aiming,KR,13,46.20%,3.6,4.1,2.5,5.1,9.9,443,68.20%,28.30%,24.20%,14.60%,712,1.27,0.43,0.37,0.13,145,0,-52,7.70%,7.70%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Bdd,KR,15,40%,3.8,3.5,2.4,5.7,8.1,382,72%,24.90%,21.60%,12.40%,581,1.07,0.39,0.19,0.2,-281,-4,-278,26.70%,13.30%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
BeryL,KR,13,46.20%,2.2,0.2,4.2,9.1,1.1,239,68%,9.60%,13.10%,41.50%,229,3.62,1.81,0.47,0.52,22,0,398,23.10%,30.80%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Canyon,KR,17,64.70%,3.9,2.6,2.8,8.1,6.7,361,69.10%,13.70%,18.90%,17.10%,372,1.6,0.44,0.33,0.36,-92,1,133,17.60%,11.80%,0,5,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Chovy,KR,17,64.70%,4.5,3.2,2.2,6.8,9.3,434,63.60%,25.10%,22.70%,14.50%,681,1.37,0.45,0.4,0.14,299,13,409,11.80%,5.90%,0,5,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Clear,KR,8,25%,1.4,2,3.9,3.5,6.9,331,42.60%,21.40%,19%,11.20%,534,0.91,0.33,0.18,0.15,-251,-9,-270,12.50%,12.50%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Cuzz,KR,15,40%,2.9,3.5,3.2,5.9,6.5,362,69.20%,17%,20.50%,18.30%,390,1.59,0.3,0.39,0.27,270,3,-7,46.70%,6.70%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Delight,KR,10,70%,4.9,0.9,2.8,12.8,1.4,265,75.80%,6.90%,13.70%,41.20%,191,3.89,1.9,0.57,0.51,202,8,106,50%,10%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Diable,KR,8,25%,3.3,4.6,2.6,4.1,9.8,450,76.90%,27.60%,25.90%,15.80%,653,1.3,0.49,0.36,0.15,-65,2,-43,37.50%,0%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Doran,KR,17,47.10%,2,1.9,3.7,5.6,7.8,373,55.30%,20.60%,20%,12.30%,534,1.05,0.39,0.21,0.21,104,1,63,17.60%,17.60%,0,3,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Duro,KR,17,64.70%,3.8,0.5,3.2,11.6,0.9,252,79%,7.80%,13.20%,41.30%,207,3.88,1.93,0.47,0.54,-91,-6,-176,23.50%,17.60%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Faker,KR,17,47.10%,3.1,2.3,2.6,5.9,8.4,391,60.80%,23.40%,21.10%,12.10%,604,1.03,0.47,0.19,0.19,-250,-4,-242,11.80%,17.60%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Gumayusi,KR,17,47.10%,4,3.9,2.4,5.6,9.9,452,71.10%,29%,24.30%,13.20%,761,1.13,0.47,0.29,0.17,332,8,44,23.50%,11.80%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Kellin,KR,8,25%,3.3,1.1,3.3,9.5,0.9,244,88.80%,9.10%,14%,43.20%,228,3.46,2.12,0.34,0.62,-20,-4,-520,50%,0%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Keria,KR,17,47.10%,3.8,0.7,2.8,9.9,1.1,249,76.10%,8.90%,13.40%,45%,238,3.83,2.16,0.44,0.61,10,2,46,35.30%,5.90%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Kiin,KR,17,64.70%,3.2,2.9,2.9,6.6,7.6,377,59.30%,24.20%,19.80%,11.70%,637,1.11,0.38,0.23,0.14,-97,1,25,5.90%,17.60%,0,7,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Lucid,KR,13,46.20%,2.7,2.2,3.6,7.8,6.2,347,75.20%,15.20%,19%,17.80%,377,1.55,0.43,0.32,0.38,-246,-3,-126,46.20%,0%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Oner,KR,17,47.10%,4.2,4.8,2.6,6.1,7.1,396,82.50%,18.10%,21.20%,17.40%,475,1.49,0.29,0.35,0.23,235,5,282,29.40%,5.90%,1,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Peanut,KR,10,70%,4.6,2.8,3,11,6.6,370,75.70%,14.20%,19.10%,20.10%,395,1.91,0.32,0.52,0.27,-99,-4,-209,50%,20%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
PerfecT,KR,15,40%,2.1,0.9,2.7,4.9,7.5,347,45%,18.60%,19.70%,12.50%,423,1.08,0.44,0.18,0.23,-186,0,-21,0%,6.70%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Peter,KR,15,40%,2.2,0.7,3.9,8.1,1,241,68.30%,8.40%,13.60%,44.30%,190,3.82,2.06,0.51,0.61,-51,0,10,33.30%,13.30%,0,-,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Raptor,KR,8,25%,2.5,2.3,3.8,7.1,5.9,336,82.20%,15.30%,19.30%,17.10%,374,1.39,0.29,0.3,0.26,-286,-8,-402,62.50%,25%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Ruler,KR,17,64.70%,5.3,6.2,2.2,5.8,10.3,485,77%,29.20%,25.50%,15.30%,783,1.44,0.44,0.41,0.17,-32,0,-35,23.50%,5.90%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
ShowMaker,KR,13,46.20%,4.7,4,1.9,5,8.4,412,68.30%,23.50%,22.50%,13%,575,1.13,0.41,0.25,0.19,-58,-9,-150,15.40%,7.70%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Siwoo,KR,13,46.20%,3,2.6,2.6,5.2,8.2,388,60.80%,23.40%,21.20%,13.10%,583,1.13,0.45,0.2,0.19,130,4,62,30.80%,0%,0,3,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Vicla,KR,8,25%,2.9,2.1,3,6.5,8.3,381,65.10%,26.70%,21.80%,12.80%,663,1.06,0.43,0.25,0.16,20,5,295,25%,0%,0,1,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Viper,KR,10,70%,10.2,5.9,1.4,8.4,9.9,474,80.80%,33.80%,24.50%,14.60%,934,1.38,0.52,0.37,0.15,-229,-1,196,40%,0%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
Zeka,KR,10,70%,6.6,5.1,2,8.1,8.4,444,72.80%,22.90%,22.90%,12.60%,612,1.19,0.42,0.29,0.18,398,-2,92,10%,0%,0,2,2025,Season Playoffs,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%202025%20Season%20Playoffs/
